profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"chinmayk93","https://yocket.in/profiles/chinmayk93","","GRE

301 


Quant: 158

Verbal: 143","TOEFL
88","UG Score
68.8%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Smt. Indira Gandhi College Of Engineering, Koparkhairane, Mumbai","Computer Science (Fall 2016)"
"palaklodha","https://yocket.in/profiles/palaklodha","","GRE

302 


Quant: 156

Verbal: 146","TOEFL
100","UG Score
63%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from MITCOE , Pune","Computer Science (Fall 2016)"
"lucky28","https://yocket.in/profiles/lucky28","","GRE

296 


Quant: 166

Verbal: 130","IELTS
6.5","UG Score
78%","Work Exp.
9 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Gurunanak Institute Of Technology, Hyderabad","Computer Science (Fall 2017)"
"ajayshenoy","https://yocket.in/profiles/ajayshenoy","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
84","UG Score
9.35CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from NMAM Institute of Technology, Nitte, Kaarkala","Interested in Computer Science / Information Technology (Fall 2016)"
"rish8795","https://yocket.in/profiles/rish8795","","GRE

304 


Quant: 158

Verbal: 146","TOEFL
85","UG Score
7.33CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Ahmedabad Institute of Technology, Ahmedabad","Computer Engineering (Fall 2016)"
"aditya1993","https://yocket.in/profiles/aditya1993","","GRE

306 


Quant: 158

Verbal: 148","TOEFL/IELTS
N.A.","UG Score
7.4CGPA","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from Oriental College of Technology, Bhopal","Computer Science (Fall 2017)"
"aishwarya11","https://yocket.in/profiles/aishwarya11","","GRE

307 


Quant: 158

Verbal: 149","TOEFL
95","UG Score
76.4%","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Banasthali University, Tonk, Newai, Rajasthan, Niwai","Computer Science (Fall 2017)"
"cybercriminal","https://yocket.in/profiles/cybercriminal","","GRE

323 


Quant: 170

Verbal: 153","TOEFL
106","UG Score
6.1CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Vivekanand Education Society's Institute Of Technology, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"Shubham1996","https://yocket.in/profiles/Shubham1996","","GRE

300 


Quant: 153

Verbal: 147","TOEFL
83","UG Score
7.8CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Thakur College Of Engineering And Technology, Kandivali, Mumbai","Computer Science (Fall 2017)"
"Kitty1","https://yocket.in/profiles/Kitty1","","GRE

310 


Quant: 161

Verbal: 149","TOEFL
104","UG Score
9.43CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from PES Institute Of Technology (PES University), Bengaluru","Computer Science (Fall 2017)"
"vikyvikas","https://yocket.in/profiles/vikyvikas","","GRE

305 


Quant: 160

Verbal: 145","TOEFL
100","UG Score
72.9%","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from Dayananda Sagar Academy Of Technology And Mgmt., Bengaluru","Computer Science (Fall 2016)"
"Aatish","https://yocket.in/profiles/Aatish","","GRE

303 


Quant: 160

Verbal: 143","TOEFL
97","UG Score
60%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Information Technology from Sinhgad Institute Of Technology, lonavala, Lonavla","Information Assurance (Fall 2017)"
"suy","https://yocket.in/profiles/suy","","GRE

309 


Quant: 155

Verbal: 154","TOEFL
95","UG Score
67%","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from Uttar Pradesh technical university, Lucknow","Interested in Computer Science / Information Technology (Fall 2017)"
"vishal150291","https://yocket.in/profiles/vishal150291","","GRE

309 


Quant: 157

Verbal: 152","TOEFL
101","UG Score
8.3CGPA","Work Exp.
58 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Vishwakarma Institute Of Technology (VIT), Bibwewadi, Pune","Computer Science (Fall 2017)"
"joel.menezes1995","https://yocket.in/profiles/joel.menezes1995","","GRE

325 


Quant: 168

Verbal: 157","TOEFL
114","UG Score
7.23CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from Xavier Institute Of Engineering, Mahim, Mumbai","Computer Science (Fall 2016)"
"sohinim","https://yocket.in/profiles/sohinim","","GRE

313 


Quant: 158

Verbal: 155","TOEFL
110","UG Score
70%","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from Fergusson College, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
